customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,signup_date,last_payment_date,zip,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,days_since_signup,days_since_last_payment,payment_delay,signup_missing,payment_missing
c105464,female,1,yes,yes,70.0,yes,no phone service,fiber optic,two year,no,electronic check,70.9,4963.0,,2017-07-23,2023-08-13 15:29:15.994594,12105.0,unknown,no,no,no,unknown,unknown,37378,35165,1,0,0
c107083,male,0,no,no,105.0,yes,unknown,fiber optic,month-to-month,no,electronic check,-2.36,3500.385,,2015-01-01,2029-09-14 05:51:04.446189,63559.0,yes,no,no,unknown,no,unknown,38312,32942,1,1,0
c103765,female,1,no,no,59.0,yes,no,dsl,month-to-month,no,mailed check,60.26,482.08,,2015-01-01,2015-01-01 00:00:00.000000,unknown,yes,no,yes,unknown,yes,no,38312,38312,1,1,1
c103977,male,no,yes,no,83.0,y,unknown,fiber optic,month-to-month,no,mailed check,76.42,6342.86,,2022-01-11,2028-06-15 23:44:53.317102,58379.0,yes,unknown,no,yes,no,yes,35745,33397,1,0,0
c105325,male,0,no,no,54.0,no,no,no,one year,yes,credit card (automatic),18.31,988.74,,2015-08-22,2020-02-17 09:32:29.527045,24426.0,no,no,no,no,unknown,yes,38079,36439,1,0,0
c103944,male,no,no,yes,16.0,yes,no,no,month-to-month,yes,bank transfer (automatic),67.96,1087.36,,2015-07-09,2017-01-24 02:46:19.658553,80734.0,no,yes,no,no,yes,no,38123,37558,1,0,0
c107918,male,1,yes,yes,5.0,yes,multiple,fiber optic,month-to-month,yes,bank transfer (automatic),88.22,441.1,,2016-06-06,2016-11-26 20:33:53.061847,95444.0,no,no,yes,no,no,no,37790,37616,1,0,0
c100453,female,0,n,no,65.0,no,no,no,one year,no,electronic check,78.29,5088.85,,2022-06-29,2026-11-04 18:28:00.874457,48031.0,yes,yes,yes,yes,yes,no,35576,33986,1,0,0
c105874,female,0,no,no,103.0,yes,no,none,two year,yes,electronic check,99.04,10201.12,,2019-06-20,2028-12-15 15:58:11.196505,60281.0,no,no,unknown,yes,no,unknown,36681,33214,1,0,0
c103795,female,no,yes,no,66.0,yes,yes,fiber optic,month-to-month,yes,electronic check,97.99,6467.34,,2021-09-24,2026-11-16 20:46:05.059404,75962.0,yes,yes,yes,no,no,yes,35854,33974,1,0,0
c100932,female,0,yes,no,112.0,no,no,fiber optic,two year,y,electronic check,23.94,2681.28,,2018-07-02,2025-11-26 20:33:59.768957,8871.0,yes,no,no,no,no,unknown,37034,34329,1,0,0
c105850,male,0,yes,no,85.0,yes,no,dsl,month-to-month,yes,electronic check,49.93,4244.05,,2023-07-06,2023-07-06 00:00:00.000000,77404.0,unknown,no,no,yes,no,no,35204,35204,1,0,0
c104984,male,0,no,no,33.0,yes,yes,dsl,two year,yes,bank transfer (automatic),62.0,3500.385,,2015-01-01,2015-01-01 00:00:00.000000,54173.0,unknown,unknown,no,no,yes,no,38312,38312,1,1,1
c107765,male,0,no,yes,1.0,no,yes,fiber optic,month-to-month,yes,credit card (automatic),73.5,73.5,,2016-03-21,2016-04-24 15:33:39.030181,66793.0,no,no,unknown,no,yes,unknown,37867,37832,1,0,0
c101383,female,0,no,no,87.0,no ✅,no phone service,dsl,month-to-month,yes,cheque,106.21,9240.27,,2021-05-29,2021-05-29 00:00:00.000000,88262.0,no,no,unknown,yes,no,no,35972,35972,1,0,0
c106123,female,0,n,yes,119.0,yes,no phone service,no,month-to-month,no,cheque,76.48,9101.12,,2015-01-01,2028-10-07 13:29:47.089913,88208.0,yes,yes,unknown,yes,no,no,38312,33284,1,1,0
c106194,male,0,yes,no,19.0,yes,yes,dsl,month-to-month,yes,electronic check,34.13,648.47,,2015-01-01,2015-01-01 00:00:00.000000,15037.0,no,yes,no,unknown,no,unknown,38312,38312,1,1,1
c104077,female,0,no,no,70.0,n,no phone service,dsl,month-to-month,yes,mailed check,70.86,4960.2,,2015-01-01,2015-01-01 00:00:00.000000,14730.0,unknown,no,no,no,no,no,38312,38312,1,1,1
c104862,male,0,no,no,3.0,yes,no phone service,fiber optic,month-to-month,y,credit card (automatic),36.0,108.0,,2023-07-24,2023-10-08 23:24:19.853638,71972.0,no,no,unknown,yes,no,no,35186,35109,1,0,0
c101022,female,0,no,no,93.0,yes,no phone service,no,month-to-month,yes,electronic check,97.8,9095.4,,2015-01-01,2026-08-29 15:21:45.809121,58068.0,no,no,no,no,yes,yes,38312,34053,1,1,0
c101509,male,0,yes,no,92.0,yes,yes,no,month-to-month,yes,mailed check,27.13,2495.96,,2015-03-22,2022-03-24 19:35:18.550469,74353.0,no,no,yes,no,no,no,38232,35672,1,0,0
c102225,female,0,no,yes,5.0,yes,no phone service,dsl,month-to-month,no,electronic check,46.09,230.45,,2021-01-05,2021-07-02 22:46:19.752998,unknown,no,no,no,no,no,no,36116,35937,1,0,0
c103260,male,0,no,no,6.0,no,unknown,no,month-to-month,yes,electronic check,120.55,723.3,,2021-01-02,2021-08-02 19:01:18.096496,97841.0,yes,no,unknown,no,unknown,yes,36119,35906,1,0,0
c102941,male,1,yes,no,98.0,yes,no,dsl,month-to-month,yes,electronic check,120.45,11804.1,,2022-03-09,2029-06-05 14:25:23.996363,77071.0,yes,no,yes,no,no,unknown,35688,33043,1,0,0
c106990,female,no,yes,yes,105.0,n,yes,dsl,two year,yes,electronic check,150.68,3500.385,,2015-01-01,2033-05-21 19:08:23.441781,49045.0,no,no,no,no,no,no,38312,31596,1,1,0
c100625,female,1,no,yes,73.0,yes,no phone service,no,month-to-month,no,credit card (automatic),14.3,1043.9,,2018-05-31,2023-07-23 09:29:37.649374,54473.0,no,unknown,yes,unknown,no,no,37066,35187,1,0,0
c100483,male,no,no,no,64.0,yes,multiple,fiber optic,month-to-month,yes,mailed check,77.96,4989.44,,2020-09-16,2026-11-18 04:07:00.709239,638.0,no,no,no,no,unknown,no,36227,33973,1,0,0
c101650,male,0,yes,no,108.0,yes,no,dsl,month-to-month,no,electronic check,89.42,9657.36,,2015-01-01,2025-10-23 03:19:31.919222,26938.0,unknown,yes,no,yes,no,yes,38312,34364,1,1,0
c104700,female,0,yes,no,45.0,n,yes,fiber optic,month-to-month,no,electronic check,31.37,1411.65,,2015-01-01,2021-09-15 20:56:51.492965,78214.0,unknown,unknown,unknown,yes,yes,no,38312,35862,1,1,0
c107821,female,no,y,no,45.0,yes,multiple,dsl,month-to-month,no,bank transfer (automatic),78.35,3525.75,,2015-01-01,2018-05-01 05:23:32.235992,37711.0,unknown,unknown,no,no,yes,yes,38312,37096,1,1,0
c106319,male,0,yes,unknown,4.0,yes,no phone service,fiber optic,month-to-month,yes,electronic check,27.53,3500.385,,2015-01-01,2018-12-09 00:20:01.604693,unknown,no,no,unknown,no,no,no,38312,36874,1,1,0
c107635,male,0,no,unknown,79.0,no,no phone service,fiber optic,month-to-month,yes,credit card (automatic),88.89,7022.31,,2020-05-20,2027-05-29 12:32:10.622637,unknown,no,unknown,no,unknown,no,no,36346,33781,1,0,0
c102644,male,0,yes,yes,66.0,no,multiple,fiber optic,two year,no,bank transfer (automatic),40.98,2704.68,,2017-10-24,2023-05-31 07:38:27.601880,32046.0,no,unknown,no,yes,unknown,no,37285,35240,1,0,0
c107203,male,0,yes,nan,0.0,no,no,no,annual,yes,credit card (automatic),17.66,741.72,,2021-08-28,2022-12-21 09:03:54.149411,64215.0,yes,no,yes,no,no,unknown,35881,35401,1,0,0
c102080,male,0,yes,no,93.0,no,multiple,dsl,two year,yes,electronic check,110.49,10275.57,,2015-01-01,2027-06-29 19:48:09.821348,58079.0,no,no,no,unknown,yes,no,38312,33749,1,1,0
c107995,female,0,no,no,38.0,yes,unknown,unknown,month-to-month,yes,credit card (automatic),57.1,2169.8,,2015-04-06,2015-04-06 00:00:00.000000,31686.0,no,no,yes,no,yes,no,38217,38217,1,0,0
c106202,female,0,yes,unknown,92.0,yes,no phone service,no,one year,no,mailed check,56.6,5207.2,,2020-10-02,2028-10-19 13:44:08.321488,unknown,yes,no,unknown,no,no,no,36211,33272,1,0,0
c103882,female,0,y,unknown,64.0,yes,no,fiber optic,month-to-month,yes,electronic check,64.07,4100.48,,2017-05-16,2022-05-03 08:51:38.069876,42838.0,no,no,unknown,no,no,no,37446,35633,1,0,0
c102809,male,0,yes,no,40.0,yes,no phone service,fiber optic,one year,yes,mailed check,96.76,3870.4,,2015-01-01,2022-02-08 12:44:26.274229,26426.0,no,no,no,no,no,unknown,38312,35717,1,1,0
c104698,male,no,no,unknown,6.0,yes,multiple,dsl,month-to-month,yes,bank transfer (automatic),70.62,423.72,,2020-12-20,2021-06-13 08:16:42.407193,29665.0,no,yes,no,yes,unknown,no,36132,35957,1,0,0
c105763,male,yes,no,no,100.0,yes,no,dsl,two year,yes,bank transfer (automatic),70.83,7143.0,,2022-03-19,2029-10-06 07:16:16.502236,21552.0,no,no,no,no,unknown,yes,35678,32920,1,0,0
c102874,female,no,yes,yes,112.0,yes,yes,dsl,month-to-month,no,electronic check,99.46,11139.52,,2021-06-25,2029-06-12 02:02:25.638362,unknown,no,yes,yes,yes,no,yes,35945,33036,1,0,0
c104656,female,1,yes,no,84.0,yes,no,fiber optic,two year,no,cheque,77.34,6496.56,,2015-01-01,2023-02-11 12:43:41.385438,32128.0,yes,unknown,yes,unknown,yes,yes,38312,35349,1,1,0
c103939,female,0,yes,no,24.0,n,no phone service,no,two year,no,bank transfer (automatic),87.79,3500.385,,2015-01-01,2015-01-01 00:00:00.000000,40071.0,unknown,no,no,no,yes,no,38312,38312,1,1,1
c100393,male,1,yes,yes,93.0,yes,no,fiber optic,month-to-month,yes,electronic check,36.2,3366.6,,2015-12-31,2015-12-31 00:00:00.000000,67566.0,no,unknown,unknown,no,unknown,no,37948,37948,1,0,0
c103135,male,0,no,unknown,109.0,yes,unknown,unknown,month-to-month,yes,electronic check,22.18,2417.62,,2023-12-05,2034-08-05 05:31:08.006260,unknown,yes,no,yes,unknown,yes,yes,35052,31156,1,0,0
c104362,male,1,yes,unknown,99.0,yes,no,no,month-to-month,no,electronic check,112.19,11106.81,,2021-06-15,2029-06-28 08:36:55.856724,42234.0,no,no,unknown,unknown,no,yes,35955,33020,1,0,0
c100230,female,0,yes,yes,55.0,no,no phone service,no,month-to-month,no,electronic check,33.26,1829.3,,2017-06-11,2022-04-26 09:58:51.133989,59489.0,no,unknown,no,unknown,no,no,37420,35640,1,0,0
c107810,male,0,no,no,78.0,yes,yes,dsl,month-to-month,yes,bank transfer (automatic),91.76,7157.28,,2015-01-01,2015-01-01 00:00:00.000000,30856.0,yes,no,unknown,no,no,yes,38312,38312,1,1,1
c103303,female,0,yes,no,25.0,no,unknown,fiber optic,month-to-month,no,bank transfer (automatic),106.25,2656.25,,2023-01-16,2025-04-09 16:52:31.671528,7443.0,yes,yes,yes,no,no,no,35375,34560,1,0,0
c101465,male,yes,no,no,59.0,no,yes,unknown,month-to-month,yes,electronic check,126.43,4930.77,,2015-01-01,2023-08-16 02:04:25.630089,14563.0,yes,no,yes,yes,no,unknown,38312,35163,1,1,0
c106500,male,1,no,unknown,58.0,yes,unknown,fiber optic,two year,no,mailed check,57.09,3311.22,,2016-11-14,2022-04-10 17:12:39.809275,19672.0,yes,unknown,no,unknown,yes,yes,37629,35655,1,0,0
c102812,female,0,yes,no,8.0,no,no phone service,dsl,month-to-month,yes,mailed check,71.51,3500.385,,2018-05-04,2019-01-29 06:20:24.713444,17523.0,no,no,no,yes,yes,no,37093,36823,1,0,0
c106740,male,no,no,no,0.0,no,multiple,no,two year,yes,electronic check,64.88,324.4,,2015-01-01,2015-01-01 00:00:00.000000,13486.0,yes,yes,yes,unknown,no,no,38312,38312,1,1,1
c100033,female,0,no,no,29.0,yes,no,dsl,month-to-month,yes,electronic check,77.93,2259.97,,2015-01-01,2025-05-08 15:57:26.172942,65279.0,no,unknown,unknown,unknown,no,yes,38312,34531,1,1,0
c101793,male,0,y,no,90.0,n,yes,fiber optic,month-to-month,no,electronic check,52.59,4733.1,,2018-11-03,2026-07-17 08:01:11.994409,19471.0,no,yes,no,unknown,no,yes,36910,34097,1,0,0
c105993,male,0,yes,yes,78.0,no,no phone service,fiber optic,month-to-month,no,credit card (automatic),34.69,2705.82,,2022-12-28,2022-12-28 00:00:00.000000,22713.0,no,no,no,no,unknown,yes,35394,35394,1,0,0
c105863,female,no,no,no,9.0,yes,multiple,no,two year,no,electronic check,111.64,1004.76,,2015-01-01,2020-07-31 01:21:10.008078,57975.0,no,yes,unknown,yes,no,unknown,38312,36274,1,1,0
c104649,male,no,no,yes,38.0,no,no phone service,fiber optic,one year,no,mailed check,67.62,3500.385,,2016-07-18,2019-02-19 02:25:01.297386,82938.0,yes,yes,yes,no,yes,no,37748,36802,1,0,0
c101934,female,0,yes,no,45.0,no,no phone service,no,one year,yes,electronic check,70.83,3127.05,,2019-12-22,2019-12-22 00:00:00.000000,unknown,no,no,unknown,no,no,no,36496,36496,1,0,0
c102770,male,0,no,no,81.0,yes,yes,no,one year,yes,credit card (automatic),84.79,3500.385,,2015-01-01,2024-07-19 21:05:07.515012,34664.0,no,yes,unknown,no,yes,no,38312,34824,1,1,0
c101053,female,0,yes,no,110.0,no,no,no,one year,yes,electronic check,67.26,7398.6,,2022-08-14,2032-11-09 11:35:06.171779,23941.0,no,yes,no,yes,no,no,35530,31790,1,0,0
c106716,male,no,yes,no,85.0,yes,no,fiber,month-to-month,yes,bank transfer (automatic),15.55,1321.75,,2015-01-01,2025-03-19 16:56:18.634488,60868.0,yes,no,no,no,yes,no,38312,34581,1,1,0
c100940,female,0,y,yes,0.0,yes,multiple,fiber optic,two year,yes,mailed check,106.1,424.4,,2023-04-12,2023-04-12 00:00:00.000000,41092.0,no,unknown,yes,no,unknown,no,35289,35289,1,0,0
c101755,female,0,yes,yes,0.0,yes,yes,no,month-to-month,yes,electronic check,11.9,571.2,,2020-09-01,2022-03-08 16:42:01.873772,83582.0,no,no,no,unknown,yes,unknown,36242,35688,1,0,0
c104597,male,0,no,no,37.0,yes,no phone service,fiber optic,one year,no,mailed check,78.82,2916.34,,2015-03-21,2017-11-27 02:51:55.182092,81147.0,no,yes,no,no,no,no,38233,37251,1,0,0
c104927,male,0,yes,no,116.0,yes,no phone service,dsl,month-to-month,yes,electronic check,73.51,8527.16,,2017-01-15,2025-12-04 14:04:31.697155,11323.0,unknown,unknown,unknown,yes,no,no,37567,34322,1,0,0
c100061,female,0,yes,no,88.0,no,no phone service,none,two year,no,electronic check,36.72,3231.36,,2016-06-12,2024-07-23 06:35:21.508024,89736.0,no,yes,no,unknown,no,no,37784,34821,1,0,0
c103842,female,no,n,no,35.0,no,unknown,dsl,month-to-month,no,mailed check,91.47,3201.45,,2019-12-19,2022-09-29 19:09:00.584800,23470.0,no,no,unknown,yes,yes,yes,36499,35483,1,0,0
c100828,male,0,yes,unknown,119.0,yes,unknown,fiber optic,one year,no,credit card (automatic),51.89,6174.91,,2021-04-17,2031-05-06 00:43:05.871282,99866.0,no,yes,yes,no,unknown,unknown,36014,32343,1,0,0
c103143,male,0,no,no,6.0,yes,no,fiber optic,month-to-month,y,credit card (automatic),40.57,243.42,,2015-01-01,2016-12-11 15:36:29.833522,16868.0,no,yes,yes,no,no,yes,38312,37601,1,1,0
c101005,female,0,yes,yes,19.0,yes,yes,no,month-to-month,yes,credit card (automatic),87.29,1658.51,,2017-09-12,2019-02-17 17:52:18.175423,91103.0,no,yes,no,no,yes,no,37327,36803,1,0,0
c105904,male,0,no,no,57.0,no,no phone service,dsl,month-to-month,yes,credit card (automatic),65.65,3742.05,,2019-04-24,2024-06-14 10:17:56.886434,62433.0,yes,yes,unknown,no,unknown,yes,36738,34860,1,0,0
c100332,male,1,y,no,102.0,yes,yes,unknown,month-to-month,yes,electronic check,52.47,3500.385,,2015-01-01,2015-01-01 00:00:00.000000,44829.0,no,no,unknown,unknown,yes,no,38312,38312,1,1,1
c106109,female,0,yes,yes,38.0,yes,unknown,no,month-to-month,no,electronic check,105.9,4024.2,,2018-06-24,2021-09-20 18:24:50.791369,91737.0,no,yes,no,yes,no,no,37042,35857,1,0,0
c105363,male,0,yes,unknown,59.0,yes,no phone service,dsl,one year,yes,electronic check,83.17,3500.385,,2018-11-29,2023-11-23 22:45:41.884128,unknown,no,yes,no,no,no,yes,36884,35063,1,0,0
c103931,male,0,n,yes,66.0,no,no phone service,no,month-to-month,yes,mailed check,70.2,3500.385,,2023-01-14,2028-01-23 16:10:23.921643,10964.0,yes,no,no,no,yes,unknown,35377,33541,1,0,0
c104047,male,yes,yes,yes,118.0,no,yes,no,month-to-month,yes,electronic check,136.28,16081.04,,2017-04-14,2026-07-21 06:10:59.583685,39037.0,no,yes,no,no,no,no,37478,34093,1,0,0
c103467,female,1,no,no,95.0,y,no,fiber optic,month-to-month,no,mailed check,40.85,3880.75,,2015-01-01,2015-01-01 00:00:00.000000,23842.0,no,no,no,no,unknown,unknown,38312,38312,1,1,1
c100789,female,1,no,yes,23.0,no,no phone service,fiber optic,two year,yes,mailed check,67.59,1554.57,,2015-01-21,2016-10-28 12:48:46.601768,unknown,no,yes,no,unknown,no,unknown,38292,37646,1,0,0
c102688,male,0,no,no,64.0,y,no,fiber optic,month-to-month,yes,bank transfer (automatic),95.03,6081.92,,2015-01-01,2021-01-03 22:15:37.066451,48518.0,unknown,yes,no,no,unknown,yes,38312,36117,1,1,0
c106747,male,0,yes,yes,41.0,yes,no,fiber optic,one year,yes,electronic check,80.11,3284.51,,2015-01-01,2015-01-01 00:00:00.000000,39192.0,no,unknown,yes,no,no,yes,38312,38312,1,1,1
c103956,female,1,n,no,14.0,n,yes,none,month-to-month,yes,electronic check,68.14,953.96,,2015-10-03,2016-10-21 11:26:45.102520,79118.0,no,no,yes,no,no,yes,38037,37653,1,0,0
c103994,male,yes,no,none,95.0,yes,no phone service,dsl,month-to-month,yes,bank transfer (automatic),48.08,4567.6,,2015-01-01,2015-01-01 00:00:00.000000,unknown,no,no,no,no,no,unknown,38312,38312,1,1,1
c104296,male,0,y,no,30.0,yes,no,dsl,one year,yes,cheque,105.63,3168.9,,2015-01-01,2015-01-01 00:00:00.000000,32917.0,no,no,no,no,no,unknown,38312,38312,1,1,1
c103782,male,1,yes,no,92.0,yes,unknown,no,two year,no,bank transfer (automatic),24.95,2295.4,,2015-01-01,2024-06-08 05:52:35.524699,44210.0,yes,yes,yes,no,yes,unknown,38312,34866,1,1,0
c101867,male,0,yes,no,91.0,yes,no phone service,unknown,two year,yes,mailed check,98.43,8957.13,,2015-01-01,2028-03-20 05:54:18.461079,47728.0,no,yes,no,unknown,yes,no,38312,33485,1,1,0
c105294,male,0,yes,yes,52.0,n,yes,dsl,month-to-month,no,electronic check,36.05,1874.6,,2015-01-01,2015-01-01 00:00:00.000000,7809.0,no,no,no,no,unknown,yes,38312,38312,1,1,1
c101430,female,1,no,no,7.0,yes,no phone service,dsl,month-to-month,yes,electronic check,6.9,48.3,,2015-01-01,2020-12-01 09:41:31.447039,82706.0,yes,no,yes,no,no,no,38312,36151,1,1,0
c103123,female,1,no,no,7.0,yes,yes,dsl ®,two year,yes,mailed check,110.08,3500.385,,2015-01-01,2015-01-01 00:00:00.000000,92917.0,no,yes,no,yes,no,no,38312,38312,1,1,1
c105164,male,0,no,no,44.0,yes,yes,fiber optic,month-to-month,yes,electronic check,64.22,2825.68,,2015-01-01,2019-04-07 08:51:08.844134,6502.0,no,no,unknown,no,no,no,38312,36755,1,1,0
c103357,female,no,yes,yes,36.0,yes,unknown,dsl,month-to-month,no,credit card (automatic),99.33,3575.88,,2021-09-02,2024-11-24 22:11:03.709723,59116.0,no,no,no,yes,no,no,35876,34696,1,0,0
c106510,male,no,no,no,9.0,yes,yes,no,month-to-month,yes,electronic check,71.26,641.34,,2017-07-02,2018-04-08 16:35:18.437596,15808.0,unknown,no,no,unknown,no,no,37399,37118,1,0,0
c107829,male,0,no,no,75.0,yes,unknown,dsl,month-to-month,yes,electronic check,71.07,5330.25,,2015-01-01,2025-08-16 19:56:22.088351,82169.0,no,yes,no,yes,yes,unknown,38312,34431,1,1,0
c103003,male,0,yes,no,110.0,yes,no phone service,fiber optic,month-to-month,yes,mailed check,88.46,9730.6,,2015-01-01,2027-09-15 23:51:17.771127,unknown,no,yes,yes,no,no,unknown,38312,33671,1,1,0
c102088,female,0,no,no,34.0,no,yes,dsl,month-to-month,yes,electronic check,98.78,3500.385,,2019-07-21,2022-05-08 12:42:08.242463,60318.0,no,unknown,unknown,yes,no,unknown,36650,35628,1,0,0
c104168,female,0,no,no,12.0,yes,no phone service,fiber,month-to-month,yes,electronic check,61.0,3500.385,,2015-01-01,2020-11-21 22:54:56.758982,2600.0,yes,no,no,yes,yes,yes,38312,36160,1,1,0
c104466,male,0,yes,no,59.0,yes,no phone service,dsl,month-to-month,yes,credit card (automatic),75.68,3500.385,,2015-01-01,2023-12-23 22:22:06.101022,69082.0,unknown,unknown,no,unknown,unknown,no,38312,35033,1,1,0
c102337,female,0,yes,no,12.0,n,multiple,unknown,one year,no,mailed check,44.0,528.0,,2021-09-15,2022-11-14 05:30:13.084577,9891.0,yes,unknown,yes,yes,no,no,35863,35438,1,0,0
c107943,male,0,yes,no,59.0,y,no,dsl,month-to-month,yes,electronic check,64.84,3500.385,,2015-06-18,2020-03-13 02:03:57.509010,90560.0,no,no,no,no,no,no,38144,36414,1,0,0
c103207,male,0,no,yes,102.0,yes,yes,fiber optic,month-to-month,no,mailed check,56.19,5731.38,,2015-01-01,2015-01-01 00:00:00.000000,37506.0,no,unknown,unknown,yes,no,no,38312,38312,1,1,1
c107997,female,1,no,no,43.0,yes,unknown,fiber optic,month-to-month,no,mailed check,70.83,3455.91,,2016-07-02,2020-04-18 12:01:35.507948,67699.0,no,unknown,no,unknown,no,no,37764,36378,1,0,0
c105614,female,0,n,no,25.0,yes,multiple,no,one year,no,mailed check,94.18,3500.385,,2015-01-01,2023-05-08 00:33:21.898847,76571.0,unknown,unknown,no,yes,no,no,38312,35263,1,1,0
c106608,female,0,no,no,46.0,yes,multiple,fiber optic,two year,yes,cheque,51.84,2384.64,,2015-01-01,2026-10-03 14:13:33.728591,59060.0,unknown,no,no,unknown,no,no,38312,34019,1,1,0
c101768,female,yes,no,no,2.0,y,yes,fiber,month-to-month,yes,bank transfer (automatic),124.36,248.72,,2015-03-19,2015-05-22 07:21:54.454355,81847.0,yes,no,no,unknown,no,no,38235,38171,1,0,0
c103279,female,0,no,yes,67.0,n,unknown,fiber optic,month-to-month,no,unknown,99.39,3500.385,,2015-01-01,2021-08-28 01:39:45.620566,55166.0,no,yes,unknown,unknown,no,no,38312,35881,1,1,0
c104215,female,0,no,no,11.0,yes ✅,no phone service,dsl,month-to-month,no,electronic check,40.82,449.02,,2022-09-04,2023-06-17 23:10:29.446060,64831.0,yes,yes,no,no,yes,yes,35509,35222,1,0,0
c103509,male,0,y,no,2.0,yes,no,fiber,one year,yes,cheque,17.99,35.98,,2018-06-09,2018-07-30 02:15:07.620098,3344.0,yes,no,yes,yes,no,yes,37057,37006,1,0,0
c107586,female,0,no,no,92.0,yes,no phone service,fiber optic,annual,yes,mailed check,80.58,7413.36,,2017-07-21,2017-07-21 00:00:00.000000,29788.0,yes,no,unknown,no,unknown,yes,37380,37380,1,0,0
c100601,female,1,y,no,59.0,yes,yes,fiber optic,month-to-month,no,electronic check,89.79,3500.385,,2021-10-18,2021-10-18 00:00:00.000000,45876.0,yes,no,yes,unknown,yes,yes,35830,35830,1,0,0
c105013,female,0,yes,no,20.0,no,no phone service,fiber optic,unknown,yes,credit card (automatic),97.56,1951.2,,2015-01-01,2015-01-01 00:00:00.000000,63874.0,yes,unknown,no,unknown,yes,unknown,38312,38312,1,1,1
c100079,male,0,yes,yes,7.0,yes,no phone service,no,month-to-month,yes,bank transfer (automatic),76.71,536.97,,2015-01-01,2023-02-10 07:12:49.141847,5249.0,unknown,yes,unknown,no,yes,no,38312,35350,1,1,0
c105887,female,0,y,no,95.0,no,no phone service,fiber optic,month-to-month,no,credit card (automatic),63.09,5993.55,,2017-11-19,2017-11-19 00:00:00.000000,unknown,no,no,no,unknown,yes,unknown,37259,37259,1,0,0
c100856,male,0,no,no,97.0,no,no phone service,dsl,two year,no,electronic check,111.27,10793.19,,2016-05-20,2024-04-11 07:22:43.627135,83564.0,no,yes,yes,unknown,yes,unknown,37807,34924,1,0,0
c105852,female,yes,no,yes,7.0,yes,no phone service,no,annual,yes,mailed check,16.72,117.04,,2015-01-01,2016-12-06 23:52:37.451857,88250.0,yes,no,yes,no,unknown,no,38312,37606,1,1,0
c100997,male,yes,no,unknown,53.0,yes,no,no,month-to-month,yes,mailed check,53.66,2843.98,,2016-02-19,2019-10-27 08:20:44.540592,21782.0,yes,no,no,unknown,unknown,yes,37898,36552,1,0,0
c107095,male,0,yes,yes,40.0,yes,no,fiber optic,month-to-month,no,bank transfer (automatic),53.36,2134.4,,2016-11-03,2016-11-03 00:00:00.000000,29792.0,yes,no,no,no,unknown,unknown,37640,37640,1,0,0
c102283,male,1,no,no,43.0,yes,unknown,dsl,month-to-month,yes,bank transfer (automatic),53.52,3500.385,,2015-01-01,2021-11-15 15:45:28.928609,87271.0,yes,no,yes,yes,no,yes,38312,35801,1,1,0
c100706,female,1,no,no,51.0,yes,no,dsl ®,one year,yes,bank transfer (automatic),72.75,3710.25,,2022-01-20,2026-05-29 21:26:15.284481,44088.0,no,yes,unknown,no,no,yes,35736,34145,1,0,0
c102487,female,no,yes,no,75.0,n,yes,none,two year,yes,electronic check,75.73,5679.75,,2022-01-13,2028-11-06 22:20:09.296925,75432.0,no,yes,unknown,no,no,no,35743,33253,1,0,0
c106646,female,no,no,no,43.0,yes,multiple,fiber,two year,no,electronic check,85.24,3665.32,,2020-01-01,2023-01-29 09:45:16.891785,26861.0,yes,yes,unknown,unknown,no,no,36486,35362,1,0,0
c107189,male,0,no,yes,96.0,no,no phone service,no,month-to-month,yes,electronic check,110.99,10655.04,,2023-09-26,2032-04-06 16:09:38.741730,50212.0,yes,yes,yes,unknown,yes,no,35122,32006,1,0,0
c101595,male,0,y,no,112.0,yes,yes,no,month-to-month,no,electronic check,92.82,10395.84,,2015-01-01,2015-01-01 00:00:00.000000,80291.0,no,yes,no,no,unknown,unknown,38312,38312,1,1,1
c101507,male,1,no,yes,98.0,yes,no phone service,fiber optic,month-to-month,yes,cheque,108.79,10661.42,,2015-01-01,2015-01-01 00:00:00.000000,96919.0,unknown,no,no,no,no,unknown,38312,38312,1,1,1
c106663,male,0,no,no,6.0,yes,no phone service,dsl,two year,no,electronic check,119.84,719.04,,2022-09-28,2023-03-26 10:22:35.727792,50808.0,no,no,unknown,yes,no,no,35485,35306,1,0,0
c103611,male,0,yes,no,88.0,no,unknown,fiber optic,month-to-month,yes,bank transfer (automatic),78.25,6886.0,,2018-11-11,2018-11-11 00:00:00.000000,17337.0,no,yes,no,no,unknown,yes,36902,36902,1,0,0
c100149,female,0,yes,yes,63.0,yes,no,dsl,month-to-month,yes,electronic check,86.15,5427.45,,2017-03-10,2021-06-21 06:15:07.691385,74825.0,no,yes,no,no,yes,no,37513,35949,1,0,0
c102328,female,0,yes,no,50.0,yes,yes,dsl,month-to-month,no,electronic check,43.78,2189.0,,2020-11-12,2020-11-12 00:00:00.000000,unknown,no,yes,no,no,yes,unknown,36170,36170,1,0,0
c105670,female,0,no,no,79.0,yes,multiple,dsl,month-to-month,no,electronic check,75.48,3500.385,,2022-09-14,2022-09-14 00:00:00.000000,35073.0,no,no,no,yes,unknown,no,35499,35499,1,0,0
